test/success_rate,test/mean_Q,stats_g/mean,train/success_rate,epoch,stats_o/std,stats_g/std,stats_o/mean,test/episode,train/episode
0.10000000000000002,-15.132739067077637,0.7698809504508972,0.10333333333333333,17,0.09412044286727905,0.17771363258361816,0.17584972083568573,360.0,1800.0
0.21666666666666667,-12.690089225769043,0.7736536860466003,0.09333333333333334,18,0.09425941854715347,0.17827606201171875,0.17645077407360077,380.0,1900.0
0.19999999999999998,-13.190648078918457,0.776439905166626,0.09000000000000001,19,0.09400173276662827,0.17804527282714844,0.17698228359222412,400.0,2000.0
0.26666666666666666,-13.768778800964355,0.7790684103965759,0.10666666666666667,20,0.09408304840326309,0.17814747989177704,0.1774008423089981,420.0,2100.0
0.31666666666666665,-12.735771179199219,0.7816008925437927,0.08,21,0.09378232806921005,0.17778635025024414,0.17781291902065277,440.0,2200.0
0.2833333333333334,-12.714070320129395,0.783653736114502,0.12,22,0.09351398795843124,0.17750389873981476,0.17824900150299072,460.0,2300.0
0.3333333333333333,-12.918208122253418,0.7853624820709229,0.10333333333333333,23,0.09362282603979111,0.17770646512508392,0.17862914502620697,480.0,2400.0
0.3,-13.06164836883545,0.7872785925865173,0.14,24,0.09354907274246216,0.17747332155704498,0.17911817133426666,500.0,2500.0
0.2333333333333333,-13.116501808166504,0.7887256145477295,0.12666666666666668,25,0.09353044629096985,0.17709167301654816,0.17946606874465942,520.0,2600.0
0.35000000000000003,-12.9724760055542,0.7904669642448425,0.15,26,0.09335558861494064,0.17648017406463623,0.17998109757900238,540.0,2700.0
0.3499999999999999,-11.232739448547363,0.7920682430267334,0.17666666666666667,27,0.09328190237283707,0.17590193450450897,0.18041689693927765,560.0,2800.0
0.21666666666666665,-12.86492919921875,0.7934784889221191,0.15666666666666665,28,0.09367718547582626,0.17569462954998016,0.18083608150482178,580.0,2900.0
0.39999999999999997,-12.60248851776123,0.7948886752128601,0.15333333333333335,29,0.0937662199139595,0.17528121173381805,0.181259885430336,600.0,3000.0
0.39999999999999997,-14.350990295410156,0.7959604263305664,0.14,30,0.0936693474650383,0.17479491233825684,0.18154895305633545,620.0,3100.0
0.18333333333333335,-14.521397590637207,0.797182559967041,0.15333333333333332,31,0.09375515580177307,0.17420019209384918,0.18187983334064484,640.0,3200.0
0.3833333333333333,-12.658329010009766,0.7978897094726562,0.17333333333333334,32,0.09368449449539185,0.1737344115972519,0.18206317722797394,660.0,3300.0
0.3833333333333333,-13.423060417175293,0.7988494038581848,0.15,33,0.09389171749353409,0.17343129217624664,0.18236573040485382,680.0,3400.0
0.35000000000000003,-13.628037452697754,0.7995290160179138,0.17333333333333334,34,0.09385671466588974,0.17301517724990845,0.18259041011333466,700.0,3500.0
0.26666666666666666,-15.530891418457031,0.8003683090209961,0.12666666666666668,35,0.09384896606206894,0.17290757596492767,0.1828203797340393,720.0,3600.0
0.3166666666666667,-16.106037139892578,0.801245391368866,0.10999999999999999,36,0.09388064593076706,0.17298968136310577,0.18298204243183136,740.0,3700.0
0.43333333333333335,-13.792911529541016,0.8018859028816223,0.14,37,0.09373760968446732,0.17288874089717865,0.18313054740428925,760.0,3800.0
0.45,-12.154731750488281,0.8027329444885254,0.15,38,0.09383682161569595,0.1729266494512558,0.18330077826976776,780.0,3900.0
0.4000000000000001,-16.570133209228516,0.803569495677948,0.15666666666666665,39,0.09393275529146194,0.172811821103096,0.18344610929489136,800.0,4000.0
0.5666666666666667,-12.512672424316406,0.8042915463447571,0.16333333333333336,40,0.09391871839761734,0.1726953387260437,0.18356215953826904,820.0,4100.0
0.43333333333333335,-15.827521324157715,0.8046156764030457,0.15000000000000002,41,0.0939849391579628,0.1726059764623642,0.18365146219730377,840.0,4200.0
0.48333333333333334,-13.876444816589355,0.805070161819458,0.1366666666666667,42,0.09420428425073624,0.17297478020191193,0.18372158706188202,860.0,4300.0
0.45,-13.401347160339355,0.8055176734924316,0.17,43,0.0941210687160492,0.17277878522872925,0.1837884932756424,880.0,4400.0
0.31666666666666665,-16.420520782470703,0.8062000274658203,0.16666666666666666,44,0.09403043985366821,0.17246049642562866,0.18388338387012482,900.0,4500.0
0.43333333333333335,-14.891700744628906,0.8066997528076172,0.16666666666666666,45,0.09391304105520248,0.17235159873962402,0.18393026292324066,920.0,4600.0
0.5333333333333333,-13.945958137512207,0.8072330355644226,0.16666666666666666,46,0.09390439838171005,0.17219452559947968,0.18401901423931122,940.0,4700.0
0.55,-11.800911903381348,0.8077674508094788,0.21333333333333335,47,0.09380418062210083,0.17188073694705963,0.1840556114912033,960.0,4800.0
0.5,-13.162911415100098,0.808168888092041,0.14666666666666667,48,0.09389448910951614,0.17181722819805145,0.18410003185272217,980.0,4900.0
0.3833333333333333,-15.859898567199707,0.8087387084960938,0.14,49,0.09394192695617676,0.17160560190677643,0.184183731675148,1000.0,5000.0
