stats_o/std,test/mean_Q,train/episode,stats_g/mean,stats_g/std,test/success_rate,train/success_rate,stats_o/mean,epoch,test/episode
0.055910419672727585,-20.84166145324707,2000.0,0.8381359577178955,0.07269725948572159,0.10000000000000002,0.08,0.20111016929149628,19,400.0
0.058140307664871216,-20.95366668701172,2100.0,0.838122546672821,0.07323873043060303,0.03333333333333333,0.06666666666666667,0.20115061104297638,20,420.0
0.05977495014667511,-20.160484313964844,2200.0,0.8380231261253357,0.07361555844545364,0.18333333333333335,0.09333333333333334,0.20117230713367462,21,440.0
0.061515193432569504,-20.972333908081055,2300.0,0.8376848697662354,0.07429712265729904,0.13333333333333333,0.09666666666666666,0.20114894211292267,22,460.0
0.06247716769576073,-20.694299697875977,2400.0,0.8374661803245544,0.07437935471534729,0.16666666666666666,0.10666666666666667,0.20106150209903717,23,480.0
0.06345879286527634,-19.583158493041992,2500.0,0.8376038074493408,0.07480762153863907,0.13333333333333333,0.10333333333333333,0.20113293826580048,24,500.0
0.06451548635959625,-18.910720825195312,2600.0,0.8376906514167786,0.07541736960411072,0.18333333333333335,0.13666666666666666,0.2011137753725052,25,520.0
0.06539923697710037,-21.895776748657227,2700.0,0.8377677798271179,0.0755447968840599,0.13333333333333333,0.18333333333333335,0.2011304348707199,26,540.0
0.06647723913192749,-19.36763572692871,2800.0,0.8377506732940674,0.07624094188213348,0.21666666666666665,0.18000000000000002,0.20114962756633759,27,560.0
0.06743212044239044,-20.6133975982666,2900.0,0.8377647995948792,0.07638497650623322,0.21666666666666665,0.16,0.20116399228572845,28,580.0
0.06808497756719589,-22.819570541381836,3000.0,0.8376815319061279,0.07662472873926163,0.11666666666666665,0.19999999999999998,0.20109914243221283,29,600.0
0.06823376566171646,-16.354917526245117,3100.0,0.8377143740653992,0.0763942077755928,0.2833333333333334,0.16333333333333333,0.20109297335147858,30,620.0
0.06896760314702988,-18.85402488708496,3200.0,0.8377320766448975,0.07630989700555801,0.2333333333333333,0.2333333333333333,0.2010854333639145,31,640.0
0.06969819962978363,-15.528632164001465,3300.0,0.837883472442627,0.07648322731256485,0.3833333333333333,0.24333333333333332,0.20111578702926636,32,660.0
0.06998512148857117,-13.803669929504395,3400.0,0.8380556702613831,0.0763104185461998,0.39999999999999997,0.29,0.2011147141456604,33,680.0
0.07113555073738098,-11.564953804016113,3500.0,0.8380770683288574,0.07613960653543472,0.5333333333333333,0.2866666666666667,0.20110194385051727,34,700.0
0.07197097688913345,-11.6088228225708,3600.0,0.8381568789482117,0.07612444460391998,0.5333333333333333,0.3233333333333333,0.20106814801692963,35,720.0
0.07245415449142456,-10.654314994812012,3700.0,0.8381931781768799,0.07594496756792068,0.6166666666666667,0.39999999999999997,0.20105665922164917,36,740.0
0.0729224756360054,-10.987576484680176,3800.0,0.8382107615470886,0.07581178098917007,0.6166666666666667,0.3466666666666667,0.20103639364242554,37,760.0
0.07365468889474869,-9.217816352844238,3900.0,0.8381373882293701,0.07555696368217468,0.7666666666666666,0.47333333333333333,0.20098364353179932,38,780.0
0.07460235804319382,-8.571516036987305,4000.0,0.838162362575531,0.07529154419898987,0.65,0.5366666666666667,0.20099236071109772,39,800.0
0.07563665509223938,-7.029682636260986,4100.0,0.8380339741706848,0.07511233538389206,0.6833333333333332,0.5166666666666667,0.20093674957752228,40,820.0
0.07631093263626099,-8.759655952453613,4200.0,0.8380621075630188,0.07503373175859451,0.6666666666666666,0.5666666666666668,0.20094864070415497,41,840.0
0.07703330367803574,-6.52466344833374,4300.0,0.8380010724067688,0.07483914494514465,0.7333333333333334,0.51,0.20096641778945923,42,860.0
0.07793992757797241,-8.287522315979004,4400.0,0.8380418419837952,0.07461738586425781,0.5333333333333333,0.5800000000000001,0.20099230110645294,43,880.0
0.07884949445724487,-5.30611515045166,4500.0,0.8381006121635437,0.07440152019262314,0.7000000000000001,0.5766666666666667,0.20102544128894806,44,900.0
0.0802140012383461,-5.930033206939697,4600.0,0.8380780816078186,0.07438791543245316,0.7833333333333333,0.5866666666666666,0.20102913677692413,45,920.0
0.08170397579669952,-5.24526834487915,4700.0,0.838054358959198,0.0745207816362381,0.7666666666666666,0.5933333333333334,0.20107276737689972,46,940.0
0.08338093757629395,-4.218968391418457,4800.0,0.8380692601203918,0.0745246484875679,0.8166666666666665,0.6333333333333333,0.20113952457904816,47,960.0
0.08463338762521744,-4.008110046386719,4900.0,0.8381122946739197,0.07463585585355759,0.8333333333333334,0.6966666666666667,0.20120732486248016,48,980.0
0.08607306331396103,-2.910205841064453,5000.0,0.8381962180137634,0.07470368593931198,0.8999999999999999,0.7033333333333335,0.2013247162103653,49,1000.0
