test/success_rate,epoch,train/success_rate,train/episode,test/episode,test/mean_Q,stats_g/std,stats_g/mean,stats_o/mean,stats_o/std
0.08333333333333333,17,0.10333333333333335,1800.0,360.0,-21.5826358795166,0.0752081349492073,0.8378618359565735,0.2012864351272583,0.056483760476112366
0.08333333333333333,18,0.11333333333333334,1900.0,380.0,-19.301992416381836,0.07549934089183807,0.8377768993377686,0.2011919617652893,0.057797033339738846
0.11666666666666665,19,0.09333333333333334,2000.0,400.0,-19.339139938354492,0.075607068836689,0.8377518653869629,0.20129720866680145,0.059254374355077744
0.03333333333333333,20,0.09000000000000001,2100.0,420.0,-21.495460510253906,0.07551930099725723,0.8378558158874512,0.2013445496559143,0.06041283532977104
0.11666666666666665,21,0.09333333333333334,2200.0,440.0,-19.47089958190918,0.07554534077644348,0.8377757668495178,0.20136886835098267,0.0610208697617054
0.15,22,0.09333333333333334,2300.0,460.0,-21.20830535888672,0.07564959675073624,0.8375411033630371,0.2013484686613083,0.06186126172542572
0.11666666666666665,23,0.08666666666666667,2400.0,480.0,-20.97346305847168,0.07594195753335953,0.8373464941978455,0.20128850638866425,0.06294075399637222
0.18333333333333335,24,0.10333333333333333,2500.0,500.0,-20.68263053894043,0.07602290064096451,0.8374371528625488,0.2012549191713333,0.06358166038990021
0.16666666666666666,25,0.14333333333333334,2600.0,520.0,-18.78554344177246,0.0762101337313652,0.8374539017677307,0.20120704174041748,0.0642586201429367
0.21666666666666665,26,0.22333333333333336,2700.0,540.0,-20.822219848632812,0.07643335312604904,0.8374035954475403,0.20121227204799652,0.0656527504324913
0.3,27,0.18999999999999997,2800.0,560.0,-16.6724796295166,0.07667679339647293,0.8373975157737732,0.20122671127319336,0.06658674031496048
0.19999999999999998,28,0.22333333333333336,2900.0,580.0,-19.106901168823242,0.0764644518494606,0.8373441100120544,0.2011837512254715,0.06709430366754532
0.26666666666666666,29,0.25,3000.0,600.0,-18.073198318481445,0.07661661505699158,0.837174654006958,0.20113372802734375,0.0684666633605957
0.3666666666666667,30,0.26,3100.0,620.0,-11.414909362792969,0.07655049115419388,0.8372642397880554,0.20119448006153107,0.06970006972551346
0.43333333333333335,31,0.35333333333333333,3200.0,640.0,-13.16052532196045,0.07662605494260788,0.8372058868408203,0.201229527592659,0.07118343561887741
0.5,32,0.37999999999999995,3300.0,660.0,-10.68921947479248,0.07653743028640747,0.8372096419334412,0.201197549700737,0.07297901809215546
0.7333333333333334,33,0.4633333333333334,3400.0,680.0,-6.700955867767334,0.07639236003160477,0.8371819853782654,0.20117467641830444,0.07429571449756622
0.6333333333333333,34,0.5033333333333333,3500.0,700.0,-6.593512058258057,0.0764358714222908,0.8372246623039246,0.2011803835630417,0.07580728083848953
0.6833333333333332,35,0.5466666666666667,3600.0,720.0,-5.604263782501221,0.07661688327789307,0.8373154997825623,0.20124368369579315,0.07751045376062393
0.7666666666666666,36,0.5966666666666667,3700.0,740.0,-5.6396660804748535,0.07654357701539993,0.8373613357543945,0.2012474089860916,0.07934059947729111
0.7999999999999999,37,0.6266666666666666,3800.0,760.0,-5.041410446166992,0.0763847827911377,0.8373198509216309,0.20133976638317108,0.0807240679860115
0.7000000000000001,38,0.61,3900.0,780.0,-5.138916015625,0.07642722874879837,0.8373081684112549,0.2013307362794876,0.08242214471101761
0.8333333333333334,39,0.66,4000.0,800.0,-3.6059436798095703,0.07618948072195053,0.8373117446899414,0.20128338038921356,0.08377791196107864
0.85,40,0.7533333333333333,4100.0,820.0,-3.611515760421753,0.07643938809633255,0.8372604250907898,0.20120687782764435,0.08504530042409897
0.9333333333333332,41,0.7733333333333334,4200.0,840.0,-2.721668004989624,0.07628601044416428,0.8373641967773438,0.2012181133031845,0.08620396256446838
0.9166666666666666,42,0.7233333333333333,4300.0,860.0,-3.1311724185943604,0.07637474685907364,0.8373730778694153,0.20112939178943634,0.08706808090209961
0.8666666666666666,43,0.7733333333333334,4400.0,880.0,-3.561965227127075,0.07619933038949966,0.8374896049499512,0.20111961662769318,0.08841899037361145
0.9499999999999998,44,0.7466666666666667,4500.0,900.0,-2.421342372894287,0.07620417326688766,0.8376014828681946,0.20118634402751923,0.08958204835653305
0.9,45,0.7966666666666667,4600.0,920.0,-2.9761505126953125,0.07630061358213425,0.8375946879386902,0.20116358995437622,0.09073694795370102
0.9333333333333332,46,0.85,4700.0,940.0,-2.8463428020477295,0.07621167600154877,0.8376508355140686,0.20113766193389893,0.09170176833868027
0.9166666666666666,47,0.81,4800.0,960.0,-2.417335271835327,0.07626473903656006,0.8377066254615784,0.2011033296585083,0.09264262765645981
0.9666666666666667,48,0.82,4900.0,980.0,-1.7808290719985962,0.07629013061523438,0.8377330899238586,0.2010682225227356,0.09355530142784119
0.9333333333333332,49,0.8633333333333333,5000.0,1000.0,-2.1288530826568604,0.07626327127218246,0.8378192782402039,0.20106405019760132,0.09422969073057175
